motivo,contrato,numeroOs,tipoOs,cod,status,receitaApp,toaData,basesAna,valorAna
AUSENTE_ANALITICO,170592609,2645109555,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170590223,2644726627,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170590223,2644726638,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170588504,2644444208,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170588504,2644444219,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170591890,2645027790,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170591890,2645027802,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170589853,2644673718,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170589853,2644673729,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170593184,2645185683,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170593184,2645185694,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170591297,2644921556,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170591297,2644921567,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170591203,2644908461,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170591203,2644908472,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170591637,2644973722,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170591637,2644973733,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170592480,2645095267,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170592480,2645095278,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170593192,2645187124,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170593192,2645187135,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170591920,2645029499,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170591920,2645029501,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170592307,2645079786,516 - ADESAO ENTREGA STREAMING,409,Executada,38.56,2026-07-09,,0
AUSENTE_ANALITICO,170592307,2645079797,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170039667,2643566325,15 - MUDANCA DE LOCAL DE PONTO,409,Executada,167.07,2026-07-09,,0
AUSENTE_ANALITICO,170592897,2645145746,1 - ADESAO - INSTALACAO DE ASSINATURA,409,Executada,279.06,2026-07-09,,0
AUSENTE_ANALITICO,170592897,2645145768,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-09,,0
AUSENTE_ANALITICO,170592137,2645056297,516 - ADESAO ENTREGA STREAMING,409,Executada,38.56,2026-07-10,,0
AUSENTE_ANALITICO,170592137,2645056309,43 - ADESAO - INSTALAR PONTO VIRTUA,409,Executada,414.61,2026-07-10,,0
